institution_number,institution_name,type,first_date,last_date,num_months
28292,OGLETHORPE BANK,Originator,2010-06-01,2011-03-01,8
28293,BRITON MORTGAGE INC,Originator,2010-05-01,2010-12-01,8
28294,NORTH ALABAMA MORTGAGE INC,Originator,2010-05-01,2011-02-01,9
28295,DOMINION MORTGAGE AND FINANCIAL SERVICES,Originator,2010-05-01,2011-04-01,7
28296,FIDELITY HOMES & LOANS,Originator,2010-06-01,2010-07-01,2
28298,GOOD NEWS MORTGAGE FUNDING INC,Originator,2010-06-01,2010-12-01,3
28299,GOODWILL MORTGAGE INC,Originator,2010-05-01,2011-01-01,7
283,"T & C REAL ESTATE SERVICES, LLC",Originator,2016-08-01,2020-10-01,44
28300,MY NEIGHBORHOOD MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-06-01,13
28301,ADVANTAGE HOME LOANS INC,Originator,2010-05-01,2011-03-01,11
28302,MCLAUGHLIN LENDING SERVICES LLC,Originator,2010-05-01,2013-03-01,33
28302,MCLAUGHLIN LENDING SERVICES LLC,Sponsor,2010-08-01,2010-11-01,3
28303,ADVANTAGE PLUS FEDERAL CREDIT UNION,Originator,2010-05-01,2025-06-01,146
28305,PREMIER RESIDENTIAL MORTGAGE LP,Originator,2010-05-01,2011-04-01,12
28306,PRIMEMAX MORTGAGE CO LLC,Originator,2010-05-01,2011-02-01,10
28307,MKT MORTGAGE KATY TEXAS LLC,Originator,2010-06-01,2011-01-01,8
28308,FIRST CAPITAL MORTGAGE INC,Originator,2010-05-01,2011-03-01,7
28311,MDKJR2,Originator,2010-05-01,2011-02-01,10
28312,TRUSTWORTHY MORTGAGE CORP,Originator,2010-05-01,2010-08-01,3
28313,AMERICAN HOME FINANCIAL SERVICES II INC,Originator,2010-05-01,2011-02-01,7
28314,TRINITY HOME LENDING LLC,Originator,2010-05-01,2010-12-01,8
28317,FIRSTIER BANK,Originator,2010-05-01,2011-01-01,9
28318,ARMY AVIATION CENTER FEDERAL CREDIT UNIO,Originator,2010-05-01,2011-03-01,10
28319,LIGHTS ON MORTGAGE LLC,Originator,2010-05-01,2011-01-01,6
28322,BESTWAY LENDING INC,Originator,2010-05-01,2011-01-01,5
28323,MORTGAGE SOLUTIONS INC,Originator,2010-05-01,2010-12-01,6
28324,ODYSSEY MORTGAGE CORPORATION,Originator,2010-05-01,2011-01-01,8
28326,KEVIN GARDNER INCORP,Originator,2010-05-01,2010-12-01,7
28328,NEXBANK SSB,Originator,2010-05-01,2023-04-01,72
28328,NEXBANK,Originator,2023-05-01,2025-05-01,13
28328,NEXBANK SSB,Sponsor,2010-05-01,2023-04-01,142
28328,NEXBANK,Sponsor,2023-05-01,2025-06-01,20
28329,"TAYLOR MORTGAGE COMPANY, INC",Originator,2010-05-01,2011-03-01,9
28330,"MORTGAGE BROKER NETWORK GROUP, LLC",Originator,2010-05-01,2011-04-01,11
28333,LIGHTHOUSE RESIDENTIAL MORTGAGE CORPORAT,Originator,2010-05-01,2011-05-01,11
28334,RESURGENS CAPITAL MORTGAGE LLC,Originator,2011-01-01,2011-01-01,1
28335,FIRST CAPITAL BANK,Originator,2010-07-01,2010-08-01,2
28337,EDENS & WHITE MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
28338,QUALITY FIRST MORTGAGE INC,Originator,2010-05-01,2011-02-01,8
28339,BRAMBLE SAVINGS BANK,Originator,2010-05-01,2010-09-01,4
28341,OLD HARBOR BANK,Originator,2010-06-01,2011-03-01,6
28342,HERITAGE FINANCIAL CORPORATION,Originator,2010-05-01,2011-05-01,11
28343,PINE HILL MORTGAGE GROUP INC,Originator,2010-05-01,2011-01-01,7
28345,STAMFORD MORTGAGE COMPANY INC,Originator,2010-05-01,2011-02-01,10
28347,CHAPMAN MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,7
28348,FIRST NEWTON NATIONAL BANK,Originator,2010-07-01,2010-12-01,3
28349,"GENEVA FINANCIAL, LLC",Originator,2010-05-01,2011-04-01,12
28350,HOMETOWN BANK OF ALABAMA,Originator,2010-08-01,2010-12-01,4
28351,FIRST MICHIGAN BANK,Originator,2010-05-01,2011-04-01,12
28351,TALMER BANK & TRUST,Originator,2011-05-01,2017-02-01,70
28352,FIRST STATE BANK OF MIDDLEBURY,Originator,2010-07-01,2011-02-01,3
28355,EDGEWATER FUNDING INC,Originator,2010-06-01,2011-02-01,4
28357,TERRA LENDING INC,Originator,2010-05-01,2011-04-01,9
28358,HOME CAPITAL MORTGAGE CORP.,Originator,2010-05-01,2011-01-01,4
28359,NEWPOINT FUNDING NC,Originator,2010-05-01,2011-05-01,12
28360,WALCOTT TRUST AND SAVINGS BANK,Originator,2010-06-01,2011-01-01,3
28361,EQUIMORTGAGE BANKERS CORP,Originator,2010-05-01,2011-04-01,10
28364,INVESTAR BANK,Originator,2010-05-01,2016-04-01,67
28365,BETHPAGE FEDERAL CREDIT UNION,Originator,2010-05-01,2025-01-01,172
28365,FOURLEAF FEDERAL CREDIT UNION,Originator,2025-03-01,2025-06-01,4
28367,ADVANTAGE BANK,Originator,2010-05-01,2010-11-01,6
28368,PRODIGY FINANCIAL SERVICES INC,Originator,2010-05-01,2011-02-01,8
28369,FIRST NATIONAL BANK OF BALDWIN COUNTY,Originator,2010-06-01,2011-01-01,8
28370,PHOENIX HOME MORTGAGE LLC,Originator,2010-05-01,2011-03-01,11
28372,WORLD MORTGAGE SERVICES LLC,Originator,2010-10-01,2011-05-01,4
28373,"NORSTAR MORTGAGE SERVICES, INC",Originator,2010-05-01,2011-02-01,8
28374,FIRST NEW MEXICO BANK OF SILVER CITY,Originator,2010-07-01,2011-02-01,7
28376,ACELTIS FINANCIAL GROUP INC,Originator,2010-05-01,2011-02-01,9
28377,ALL PEOPLES FINANCIAL LLC,Originator,2010-05-01,2010-09-01,5
28378,SOURCE MORTGAGE INC,Originator,2010-07-01,2011-01-01,7
28380,MAINSTREAM MORTGAGE INC,Originator,2010-05-01,2011-04-01,7
28382,RBS MORTGAGE CORPORATION,Originator,2010-05-01,2015-11-01,63
28383,COLLINS COMMUNITY CREDIT UNION,Originator,2010-05-01,2011-04-01,9
28386,INTOUCH MORTGAGE INC,Originator,2010-05-01,2011-02-01,9
28388,"ALL AMERICAN HOME LENDING, LLC",Originator,2010-05-01,2010-08-01,4
28389,AMERICAN HOME LENDING LLC,Originator,2010-07-01,2011-01-01,4
28390,"THE MORTGAGE MARKET, LLC",Originator,2010-05-01,2011-03-01,11
28391,MATTAMY HOME FUNDING LLC,Originator,2010-05-01,2025-06-01,163
28393,FIRST PLACE MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
28394,WESTSIDE MORTGAGE LLC,Originator,2010-05-01,2010-12-01,6
28395,1ST CHOICE MORTGAGE LOANS CORP,Originator,2010-05-01,2011-06-01,13
28396,EXPERT FINANCING & INVESTMENTS INC,Originator,2010-07-01,2011-01-01,5
28397,WILSON FINANCIAL GROUP INC,Originator,2010-06-01,2011-01-01,2
28398,"GOLDEN GATE MORTGAGE, INC",Originator,2010-05-01,2012-04-01,15
28399,SKY CAPITAL MORTGAGE LLC,Originator,2010-08-01,2010-08-01,1
28401,CLATSOP COMMUNITY BANK,Originator,2010-06-01,2010-06-01,1
28402,CAPITAL CITY BANK,Originator,2010-05-01,2011-02-01,9
28403,SOUTHERN FIDELITY MORTGAGE GROUP OF HUNT,Originator,2010-05-01,2011-02-01,8
28404,SC TELCO FEDERAL CREDIT UNION,Originator,2010-05-01,2010-06-01,2
28406,THE PALM BANK,Originator,2010-08-01,2010-08-01,1
28407,ADVOCATE MORTGAGE SERVICES INC,Originator,2010-05-01,2011-03-01,8
28408,TRINITY MORTGAGE LENDERS INC,Originator,2010-07-01,2011-01-01,7
28410,MLS SERVICES INC,Originator,2010-05-01,2011-01-01,5
28411,FIRST UNITED FUNDING INC,Originator,2010-07-01,2011-02-01,6
28412,FIRST POTOMAC MORTGAGE CORP,Originator,2010-05-01,2010-05-01,1
28415,NEW HORIZON FUNDING CORP,Originator,2010-06-01,2011-05-01,11
28416,US LENDING & COMPANY INC,Originator,2010-05-01,2010-12-01,4
28417,JOONAGO INC,Originator,2010-05-01,2011-03-01,10
28418,LHM GINCNAIAL GROUP,Originator,2010-05-01,2010-11-01,3
28419,HOME STATE BANK,Originator,2010-05-01,2011-01-01,3
28421,BAYLAKE BANK,Originator,2010-05-01,2011-03-01,11
28423,BANK OF THE NORTHWEST,Originator,2010-07-01,2010-12-01,4
28425,PRINCEVILLE STATE BANK,Originator,2010-05-01,2011-06-01,5
28426,EXECUTIVE LENDING GROUP LLC,Originator,2010-05-01,2011-06-01,13
28427,DUTRAC COMMUNITY UNION,Originator,2010-05-01,2011-03-01,11
28428,HAUSMANN INC,Originator,2010-06-01,2011-03-01,7
28429,STERLING CAPITAL INC,Originator,2010-07-01,2010-12-01,4
28432,LEON MORTGAGE LENDING CORP,Originator,2010-07-01,2011-01-01,4
28433,KMG MORTGAGE GROUP LLC,Originator,2010-05-01,2011-02-01,6
28434,BRICE MORTGAGE & BUDGETING INC.,Originator,2010-05-01,2011-03-01,10
28437,HOME SOLUTION LENDERS INC,Originator,2010-06-01,2011-05-01,7
28439,AAPEX FINANCIAL SOLUTIONS LLC,Originator,2010-05-01,2011-11-01,17
28439,AAPEX FINANCIAL SOLUTIONS  INC,Originator,2011-12-01,2012-11-01,12
28440,SNARE  & ASSOCIATES MORTGAGE SERVICES,Originator,2010-05-01,2011-04-01,12
28441,M&J RYAN LLC,Originator,2010-05-01,2010-06-01,2
28442,SOUTHERN HOME MORTGAGE CORP,Originator,2010-05-01,2011-02-01,10
28445,CARDINAL COMMUNITY CREDIT UNION,Originator,2010-08-01,2010-12-01,3
28446,FIRST PRIORITY CREDIT UNION,Originator,2010-08-01,2011-02-01,3
28447,FIRST BANK,Originator,2010-09-01,2011-02-01,3
28449,RIVIERA FUNDING INC,Originator,2010-07-01,2010-11-01,4
28450,VISION MORTGAGE LLC,Originator,2010-05-01,2011-01-01,5
28451,LINCOLN SAVINGS BANK,Originator,2010-05-01,2025-04-01,168
28452,NEIGHBORHOOD LENDER INC,Originator,2010-05-01,2011-05-01,13
28453,LEGEND BANK NA,Originator,2010-05-01,2010-07-01,3
28455,DOMINION CAPITAL MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
28457,SVI GROUP INC,Originator,2010-05-01,2010-05-01,1
28458,THE MONEY DEPOT,Originator,2010-08-01,2011-04-01,4
28460,REAL ESTATE FINANCE GROUP,Originator,2010-05-01,2011-02-01,10
28461,NETWORK MORTGAGE CORPORATION,Originator,2010-07-01,2011-01-01,5
28462,CORNERSTONE EQUITY GROUP INC,Originator,2010-05-01,2011-02-01,10
28463,THE MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-02-01,9
28464,AMERIFUND HOME MORTGAGE LLC,Originator,2010-05-01,2011-02-01,8
28465,PROVIDENCE HOME MORTGAGE INC,Originator,2010-05-01,2011-01-01,7
28466,KEYS FINANCIAL CORPORATION OF SOUTH FLOR,Originator,2010-05-01,2011-03-01,7
28467,CONSUMER MAX INC,Originator,2010-05-01,2011-03-01,8
28468,SBW MANAGEMENT LLC,Originator,2010-11-01,2010-11-01,1
28469,AG GROUP LLC,Originator,2010-05-01,2011-02-01,10
28472,GOLD MINERS INVESTMENT INC,Originator,2010-05-01,2010-05-01,1
28473,MORTGAGE MOVERS INC,Originator,2010-05-01,2010-05-01,1
28474,PUBLIC SERVICE MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
28475,"PARAMOUNT LENDING, INC.",Originator,2010-05-01,2011-04-01,12
28476,ELITE CAPITAL FINANCE INC,Originator,2010-05-01,2011-05-01,11
28477,CONSUMER ONE CORP,Originator,2010-05-01,2011-04-01,11
28478,KEY LENDING SOLUTIONS LLC,Originator,2010-05-01,2011-02-01,10
28479,HOUSING PARTNERSHIP INC,Originator,2010-05-01,2010-12-01,6
28480,SUMMIT FINANCIAL LLC,Originator,2010-05-01,2011-03-01,9
28481,WOLFE FINANCIAL INC,Originator,2010-05-01,2025-06-01,182
28481,WOLFE FINANCIAL INC,Sponsor,2022-12-01,2022-12-01,1
28482,CITIZENS BANK & TRUST,Originator,2010-05-01,2011-02-01,9
28483,RESIDENTIAL FINANCIAL SERVICES INC,Originator,2010-05-01,2010-12-01,5
28487,QUANTUM LEAP MORTGAGE CORPORATION,Originator,2010-05-01,2011-04-01,12
28488,QUINNIPIAC BANK & TRUST,Originator,2010-06-01,2010-06-01,1
28489,OLYMPIC MORTGAGE COUNSLTANTS INC,Originator,2010-05-01,2011-04-01,12
28490,GRANITE MORTGAGE & CONSTRUCTION FINANCE,Originator,2010-05-01,2011-02-01,10
28491,TARHEEL MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,8
28492,Z.T.F. LLC,Originator,2010-05-01,2011-02-01,8
28493,NATIONWIDE LENDING SOLUTIONS USA INC,Originator,2010-06-01,2010-06-01,1
28495,THE FIRST BANK AND TRUST COMPANY,Originator,2014-07-01,2015-07-01,8
28496,POTLATCH NO 1 FEDERAL CREDIT UNION,Originator,2010-06-01,2010-10-01,4
28498,BEACH CAPITAL FINANCIAL CORP,Originator,2010-06-01,2011-02-01,4
28499,FIRSTBANK,Originator,2010-06-01,2011-01-01,5
28500,HERSHEY FEDERAL CREDIT UNION,Originator,2011-01-01,2011-01-01,1
28501,MEMBERS FIRST CREDIT UNION OF FLORIDA,Originator,2010-11-01,2011-02-01,2
28502,NLC OF AMERICA INC,Originator,2010-08-01,2010-08-01,1
28505,THE NEW ORLEANS FIREMEN'S FCU,Originator,2011-01-01,2011-01-01,1
28506,EL PASO CORPORATION FEDERAL CREDIT UNION,Originator,2010-12-01,2010-12-01,1
28507,FOX COMMUNITIES CREDIT UNION,Originator,2010-05-01,2011-03-01,8
28509,FORT WORTH CITY CREDIT UNION,Originator,2010-07-01,2010-11-01,3
28510,UNIVERSITY & COMMUNITY FEDERAL CREDIT UN,Originator,2010-05-01,2011-02-01,7
28511,EAGLE LOUISIANA FEDERAL CREDIT UNION,Originator,2010-07-01,2010-10-01,2
28513,MACK MORTGAGE INC,Originator,2010-05-01,2011-04-01,12
28514,PRUDLER FUNDING,Originator,2010-06-01,2011-05-01,10
28515,LEGACY LENDING GROUP INC,Originator,2010-05-01,2011-02-01,10
28516,PRIMARY ACCESS AMERICA CORP,Originator,2010-06-01,2010-06-01,1
28517,LENDX FINANCIAL LLC,Originator,2010-05-01,2010-05-01,1
28517,LENDX FINANCIAL LLC,Sponsor,2010-07-01,2011-01-01,2
28518,JK MORTGAGE CORPORATION,Originator,2010-05-01,2010-06-01,2
28519,SOUTHERN MORTGAGE GROUP INC,Originator,2010-05-01,2011-03-01,9
28520,LOANS UNLIMITED INC,Originator,2010-05-01,2011-03-01,11
28521,SPRINGWATER CAPITAL LLC,Originator,2010-05-01,2011-06-01,13
28522,AARON LENDING LLC,Originator,2010-05-01,2011-03-01,10
28523,L'ALTRELLA LENDING GROUP LLC,Originator,2010-05-01,2011-04-01,11
28524,IMAGINE REAL ESTATE SERVICES INC,Originator,2010-05-01,2011-02-01,10
28525,1ST UNITED HOME MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
28526,WASATCH MORTGAGE SOLUTIONS,Originator,2010-05-01,2011-07-01,12
28527,LOAN WIZ INC,Originator,2010-05-01,2010-08-01,4
28529,FIRST CHOICE MORTGAGE CORP.,Originator,2010-05-01,2011-02-01,10
28530,THE MORTGAGE SHOP INC,Originator,2010-06-01,2011-05-01,11
28531,EDUCATIONFIRST FCU,Originator,2010-05-01,2011-01-01,7
28532,NUVISION FEDERAL CREDIT UNION,Originator,2010-05-01,2025-06-01,75
28533,WHATCOM EDUCATIONAL CREDIT UNION,Originator,2010-05-01,2010-05-01,1
28534,FRESNO COUNTY FEDERAL CREDIT UNION,Originator,2010-05-01,2010-12-01,7
28535,NRL FEDERAL CREDIT UNION,Originator,2010-05-01,2010-12-01,2
28536,NCL LLC,Originator,2010-05-01,2011-01-01,8
28537,TERRA FERMA MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
28538,INFINITE MORTGAGE SERVICES LLC,Originator,2010-05-01,2025-06-01,170
28538,INFINITE MORTGAGE SERVICES LLC,Sponsor,2011-05-01,2020-08-01,79
28539,TRISTAR FINANCE INC,Originator,2010-05-01,2011-03-01,11
28540,CHICAGO MORTGAGE GROUP INC,Originator,2010-05-01,2011-02-01,9
28541,STERLING MORTGAGE RESOURCES LLC,Originator,2010-05-01,2011-01-01,6
28542,RALEIGH MORTGAGE GROUP INC,Originator,2010-05-01,2011-02-01,9
28544,RICHMOND COMMUNITY HOME MORTGAGE INC,Originator,2010-05-01,2010-07-01,2
28545,VOYAGE FINANCIAL GROUP INC,Originator,2010-05-01,2011-06-01,13
28547,BANK OF FRANKLIN COUNTY,Originator,2010-10-01,2010-10-01,1
28549,FIRST CHEROKEE STATE BANK,Originator,2010-05-01,2011-01-01,9
28550,ATLANTIC COAST BANK,Originator,2010-05-01,2018-05-01,68
28551,THE CALIFORNIA MORTGAGE INC,Originator,2010-06-01,2010-12-01,3
28553,HOME MORTGAGE CONSULTANTS INC,Originator,2010-05-01,2011-03-01,7
28554,WESTCORP CAPITAL INC,Originator,2010-05-01,2011-02-01,8
28555,BAY-VALLEY MORTGAGE GROUP,Originator,2010-05-01,2025-06-01,164
28555,BAY-VALLEY MORTGAGE GROUP,Sponsor,2010-06-01,2025-02-01,99
28556,ALL AMERICAN CHOICE MORTGAGE LLC,Originator,2011-02-01,2011-03-01,2
28557,VERTEX FINANCIAL GROUP INC,Originator,2010-05-01,2011-04-01,11
28558,ALAMO PREMIER MORTGAGE GROUP INC,Originator,2010-05-01,2011-02-01,7
28561,BENCHMARK FLORIDA MORTGAGE CORP,Originator,2010-05-01,2010-05-01,1
28563,"AMERICAN COMMERCIAL LENDING, INC",Originator,2010-05-01,2010-12-01,6
28564,THE MORTGAGE DEPARTMENT INC,Originator,2010-05-01,2011-03-01,11
28565,FIRST NATIONAL BANK IN STAUNTON,Originator,2010-05-01,2010-12-01,7
28566,LOAN REPUBLIC FINANCIAL INC,Originator,2010-06-01,2010-06-01,1
28568,WISCONSIN COMMUNITY BANK,Originator,2010-05-01,2011-04-01,4
28569,COMMUNITY BANK OF THE SOUTH,Originator,2010-05-01,2010-06-01,2
28570,RED BRICK LENDING LLC,Originator,2010-06-01,2011-03-01,10
28574,THE HOME NATIONAL BANK,Originator,2010-07-01,2011-01-01,3
28575,ONE SOURCE MORTGAGE CORPORATION,Originator,2010-06-01,2010-06-01,1
28576,REDWOOD CAPITAL BANK,Originator,2010-11-01,2011-04-01,3
28577,NETX MORTGAGE LLC,Originator,2010-05-01,2010-12-01,6
28578,PRINCIPAL FUNDING LLC,Originator,2010-05-01,2011-03-01,11
28579,EXPERT MORTGAGE GROUP INC,Originator,2010-06-01,2011-03-01,5
28580,TRIPLE STAR FINANCIAL GROUP INC,Originator,2010-05-01,2011-01-01,6
28584,GULF STREAM FINANCIAL SERVICES OF BREVAR,Originator,2010-08-01,2010-10-01,2
28585,SELLECK MORTGAGE GROUP INC,Originator,2010-05-01,2011-03-01,9
28586,AFFORDABLE HOME LOANS INC,Originator,2010-05-01,2011-05-01,12
28589,ARRAY FINANCIAL GROUP INC,Originator,2010-05-01,2013-11-01,32
28591,ALLIANCE CAPITAL GROUP LLC,Originator,2010-05-01,2011-05-01,13
28592,COMMONWEALTH MORTGAGE GROUP,Originator,2010-05-01,2011-03-01,8
28593,SCHMAUTZ AND SMITH MORTGAGE LLC,Originator,2010-06-01,2011-01-01,4
28596,CROSSROADS FINANCIAL OF N E OHIO LLC,Originator,2010-05-01,2011-02-01,8
28597,NORTHWOOD MORTGAGE LLC,Originator,2010-12-01,2010-12-01,1
28598,ABSOLUTE HOME LOAN SERVICES LLC,Originator,2010-05-01,2011-05-01,11
28599,FIRST FIDELITY HOME MORTGAGE OF WIS LLC,Originator,2010-05-01,2011-04-01,12
286,SRP FEDERAL CREDIT UNION,Originator,2016-07-01,2025-05-01,94
286,SRP FEDERAL CREDIT UNION,Sponsor,2016-07-01,2016-07-01,1
28601,CALIFORNIA FUNDING & INVESTMENTS,Originator,2010-05-01,2011-01-01,9
28602,"STREAMLINE MORTGAGE SOLUTIONS, INC",Originator,2010-05-01,2010-12-01,7
28603,"ATLAS MORTGAGE FUNDING, LLC",Originator,2010-05-01,2011-01-01,8
28604,FORUM CREDIT UNION,Originator,2010-05-01,2025-06-01,136
28605,GM HOME LOANS & REALTORS INC,Originator,2010-05-01,2011-01-01,7
28608,CASHCALL INC,Originator,2010-06-01,2015-08-01,62
28609,SOUTHERN BANK & TRUST,Originator,2013-07-01,2015-01-01,2
28611,ACCURATE LENDING LLC,Originator,2010-05-01,2011-02-01,10
28613,FIRST CLASS MORTGAGE III,Originator,2010-05-01,2011-03-01,11
28615,TRINITY MORTGAGE & FINANCIAL GROUP LLC,Originator,2010-05-01,2010-12-01,7
28617,FIRST BANKERS TRUST COMPANY NA,Originator,2010-05-01,2011-07-01,7
28618,VYSTAR CREDIT UNION,Originator,2010-05-01,2011-07-01,8
28619,THE CITIZENS STATE BANK,Originator,2010-05-01,2011-02-01,10
28620,CENTENNIAL BANK,Originator,2010-05-01,2013-12-01,44
28620,CORE BANK,Originator,2014-02-01,2025-06-01,136
28622,STONE COAST MORTGAGE,Originator,2010-05-01,2011-02-01,9
28623,CAPITAL PERMIER LENDING INC,Originator,2010-05-01,2011-04-01,11
28625,CENTRIC FEDERAL CREDIT UNION,Originator,2010-07-01,2011-03-01,5
28626,UNITED MORTGAGE AFFILIATES INC,Originator,2010-05-01,2011-02-01,9
28627,CRONIN FINANCIAL SERVICES LLC,Originator,2010-05-01,2011-02-01,9
28628,BANKERS PREFERRED REAL ESTATE LOANS INC,Originator,2010-06-01,2011-03-01,10
28630,AMERICAN PREFERRED LENDING,Originator,2010-06-01,2018-04-01,17
28631,AMERIPRO LENDING INC,Originator,2010-05-01,2011-03-01,9
28632,ESSEX MORTGAGE LENDERS LLC,Originator,2010-05-01,2010-06-01,2
28633,"MIAMI EQUITY MORTGAGE SERVICES, LLC",Originator,2010-05-01,2011-04-01,9
28635,FIRST CITIZENS BANK OF GA,Originator,2010-08-01,2010-08-01,1
28636,COMMUNITY FIRST BANK OF CHARLESTON,Originator,2010-05-01,2011-02-01,10
28637,BELGRAVIA MORTGAGE GROUP LLC,Originator,2010-05-01,2011-02-01,9
28639,CAPAHA BANK SB,Originator,2010-05-01,2011-03-01,8
28641,CRYSTAL CLEAR MORTGAGE LLC,Originator,2010-05-01,2011-03-01,11
28642,"FAIRVIEW LENDING, INC",Originator,2010-05-01,2011-03-01,7
28643,PRIME MERIDIAN BANK,Originator,2010-12-01,2011-02-01,2
28644,EXCEL FINANCIAL GROUP LLC,Originator,2010-05-01,2011-02-01,10
28645,FIRST COMMERCE FINANCIAL LLC,Originator,2010-05-01,2011-02-01,10
28646,CALIFORNIA HOUSING ADMINISTRATION,Originator,2010-08-01,2011-04-01,6
28648,WHEELER MORTGAGE CORP,Originator,2010-05-01,2011-02-01,9
28649,MAGNOLIA LENDING CORPORATION,Originator,2010-05-01,2010-12-01,3
28652,TROPICAL FINANCIAL CREDIT UNION,Originator,2010-06-01,2011-01-01,5
28654,OPTIMUS FUNDING CORPORATION,Originator,2010-06-01,2011-03-01,4
28655,EASY WAY MORTGAGE CORP,Originator,2010-12-01,2011-01-01,2
28656,LANDTRUST FINANCIAL LLC,Originator,2010-06-01,2010-11-01,5
28657,DISCOUNT HOME MORTGAGE CORP,Originator,2010-05-01,2011-02-01,7
28660,INTERESTING MORTGAGE LLC,Originator,2010-05-01,2011-03-01,3
28662,GO FINANCIAL GROUP INC,Originator,2010-05-01,2010-07-01,3
28664,ST CHARLES MORTGAGE CO,Originator,2010-07-01,2010-12-01,4
28665,ALLURE MORTGAGE INC,Originator,2010-05-01,2010-10-01,6
28666,FIRST NATIONAL BANK OF HUNTSVILLE,Originator,2010-05-01,2011-07-01,14
28669,SIERRA PACIFIC FEDERAL CU,Originator,2010-06-01,2010-12-01,2
28670,ABUNDANCE HOME MORTGAGE LLC,Originator,2010-05-01,2011-04-01,11
28671,AFFORDABLE HOME MORTGAGE CORPORATION,Originator,2010-09-01,2010-09-01,1
28672,FIDELITY HOMESTEAD SAVINGS BANK,Originator,2010-05-01,2014-10-01,33
28672,FIDELITY BANK,Originator,2014-11-01,2025-06-01,128
28672,FIDELITY BANK,Sponsor,2020-08-01,2020-08-01,1
28673,PANHANDLE EDUCATORS FEDERAL CREDIT UNION,Originator,2010-05-01,2010-12-01,3
28681,STATE SAVINGS BANK,Originator,2010-07-01,2010-07-01,1
28682,PRO CAPITAL MORTGAGE INC,Originator,2010-06-01,2010-07-01,2
28684,BOZARTH HOME MORTGAGE LLC,Originator,2010-05-01,2011-01-01,8
28685,NEWORLD HOME LOANS INC,Originator,2010-08-01,2011-08-01,4
28686,FAITH FULL  ENTERPRISE INC,Originator,2010-05-01,2011-04-01,10
28687,SUN CENTER FEDERAL CREDIT UNION,Originator,2010-10-01,2010-10-01,1
28691,KILGORE NATIONAL BANK,Originator,2010-06-01,2011-03-01,6
28693,MORTGAGE PROFESSIONALS OF NC,Originator,2010-05-01,2011-05-01,13
28695,AMERICAN FIRST BUSINESS SERVICES INC,Originator,2011-01-01,2011-01-01,1
28696,CALVERT CAPITAL CORPORATION,Originator,2010-05-01,2011-05-01,12
287,CENTRIC BANK,Originator,2016-03-01,2021-08-01,12
28700,CENTRAL VALLEY COMMUNITY BANK,Originator,2010-05-01,2011-02-01,8
28702,BOEING EMPLOYEES CREDIT UNION,Originator,2010-06-01,2025-06-01,148
28703,OLD POINT MORTGAGE LLC,Originator,2010-05-01,2017-04-01,74
28704,MY BUILDINGS INC,Originator,2010-06-01,2010-11-01,5
28706,AJM HOME MORTGAGE LOANS INC,Originator,2010-05-01,2011-06-01,13
28708,NORTHPOINTE BANK,Originator,2010-05-01,2025-06-01,180
28708,NORTHPOINTE BANK,Sponsor,2017-03-01,2022-11-01,13
28713,AMERICAN MORTGAGE ADVISORS CORPORATION,Originator,2010-05-01,2011-02-01,6
28714,BAY VIEW CAPITAL INC,Originator,2010-05-01,2010-10-01,5
28716,MORTGAGE 2000 INC,Originator,2010-06-01,2011-01-01,7
28718,TRIPLE C MORTGAGE INC,Originator,2010-06-01,2011-02-01,5
28719,DOMINION MORTGAGE INC,Originator,2010-05-01,2011-10-01,18
28721,"A-PLUS HOME & LOAN, INC",Originator,2010-08-01,2011-02-01,4
28722,EAST COAST MORTGAGE GROUP LLC,Originator,2010-05-01,2011-01-01,5
28723,FIRST CLASS MORTGAGE V INC,Originator,2010-05-01,2011-03-01,11
28724,FIRST FINANCIAL MORTGAGE SERVICES LLC,Originator,2010-05-01,2010-10-01,6
28728,INVICTA FINANCE INC,Originator,2010-05-01,2011-02-01,10
28729,FAITH MORTGAGE LLC,Originator,2010-05-01,2011-02-01,10
28730,GULFSTREAM FINANCIAL SERVICES OF CENTRAL,Originator,2010-05-01,2011-03-01,9
28732,LEVERAGE LENDING GROUP LLC,Originator,2010-05-01,2010-12-01,6
28733,BROWNING CAPITAL & INVESTMENT CORPORATIO,Originator,2010-05-01,2011-02-01,9
28737,FIRST NATIONAL BANK OF MCMINNVILLE,Originator,2012-01-01,2015-06-01,37
28737,FIRST NATIONAL BANK OF MIDDLE TENNESSEE,Originator,2015-07-01,2025-06-01,119
28740,THE PEOPLES BANK,Originator,2010-05-01,2011-02-01,10
28744,FIRST PENINSULA MORTGAGE LLC,Originator,2010-05-01,2011-01-01,7
28745,FIRST AMERICAN DREAM MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
28746,AMERICA FIRST EQUITY INC,Originator,2010-07-01,2010-07-01,1
