institution_number,institution_name,type,first_date,last_date,num_months
75486,FIRST CHOICE CREDIT UNION,Originator,2010-05-01,2010-12-01,3
75488,FIRST WESTERN MORTGAGE INC,Originator,2010-05-01,2025-06-01,165
755,LOAN CABIN INC.,Originator,2021-03-01,2022-06-01,15
75501,WHITNEY NATIONAL BANK,Originator,2010-05-01,2011-06-01,14
75528,WALL STREET MORTGAGE BANKERS,Originator,2010-05-01,2025-06-01,146
75528,WALL STREET MORTGAGE BANKERS,Sponsor,2010-05-01,2024-05-01,76
75531,CAPITAL MORTGAGE SERVICES,Originator,2010-05-01,2011-04-01,11
75546,ARGENTINE FEDERAL SAVINGS,Originator,2010-06-01,2011-02-01,6
75547,SAND DOLLAR MORTGAGE SERVICES,Originator,2010-05-01,2011-03-01,11
75550,BELGRADE STATE BANK,Originator,2010-08-01,2011-01-01,4
75553,CIMARRON MORTGAGE COMPANY,Originator,2010-05-01,2012-06-01,11
75553,CIMARRON MORTGAGE COMPANY,Sponsor,2010-05-01,2013-08-01,40
75554,VALLEY NATIONAL BANK,Originator,2010-06-01,2014-07-01,31
75556,FIRST NATIONAL BANK AND TR CO,Originator,2010-05-01,2010-10-01,5
75563,BRIGHTGREEN HOME LOANS INC,Originator,2010-05-01,2011-06-01,14
75563,BRIGHTGREEN HOME LOANS INC,Sponsor,2010-05-01,2011-04-01,12
75564,FIRST COSMOPOLITAN MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
75565,CITIZENS BANK,Originator,2010-06-01,2011-01-01,3
75585,VILLAGE REALTY AND HOME LOANS,Originator,2010-06-01,2011-03-01,3
75591,GULF COAST BANK AND TRUST COMPANY,Originator,2010-05-01,2025-06-01,182
75591,GULF COAST BANK AND TRUST COMPANY,Sponsor,2016-12-01,2018-04-01,2
75592,FM MORTGAGE CORPORATION,Originator,2010-05-01,2021-09-01,106
75597,FIRST CENTURY BANK,Originator,2010-05-01,2010-08-01,2
75599,DIVERSIFIED HOME MORTGAGE INC,Originator,2010-05-01,2011-04-01,12
756,STUDIO BANK,Originator,2022-05-01,2025-06-01,28
75607,SURE FINANCIAL CORP,Originator,2010-06-01,2011-02-01,7
75624,AMERICAN FEDERAL MORTGAGE CORP,Originator,2010-05-01,2025-05-01,143
75624,AMERICAN FEDERAL MORTGAGE CORP,Sponsor,2023-09-01,2025-05-01,8
75625,BANK OF ARKANSAS NATIONAL ASSOCIATION,Originator,2010-05-01,2011-03-01,11
75629,PACIFIC FIRST FINAN REAL ESTATE LNS INC,Originator,2010-05-01,2011-06-01,11
75640,PRINCIPAL RESIDENTIAL MORTGAGE INC,Sponsor,2010-12-01,2011-02-01,2
75641,ALASKA USA MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-10-01,18
75641,ALASKAUSA MORTGAGE COMPANY LLC,Originator,2011-11-01,2023-03-01,137
75641,"GLOBAL CREDIT UNION HOME LOANS, LLC",Originator,2023-04-01,2025-06-01,27
75645,FIRST NATIONS HOME FINANCE CORP,Originator,2010-05-01,2025-06-01,178
75645,FIRST NATIONS HOME FINANCE CORP,Sponsor,2010-06-01,2010-09-01,2
75658,ACCELERATED FUNDING GOVT LOANS,Originator,2010-05-01,2010-12-01,3
75668,MARQUETTE BANK,Originator,2010-05-01,2025-06-01,164
75677,CONTINENTAL FUNDING CORP,Originator,2010-05-01,2011-03-01,9
75680,BAY STATE MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,8
75682,TYNDALL FEDERAL CREDIT UNION,Originator,2010-05-01,2025-06-01,161
75683,GREENTREE MORTGAGE COMPANY LP,Originator,2010-05-01,2025-03-01,178
75683,GREENTREE MORTGAGE COMPANY LP,Sponsor,2010-06-01,2010-08-01,2
75685,CUSTOM MORTGAGE INC,Originator,2018-08-01,2018-08-01,1
75691,HILLCREST BANK,Originator,2010-05-01,2011-01-01,9
75692,PRIMEWEST FINANCIAL LTD,Originator,2010-05-01,2010-06-01,2
75697,SUMMIT MORTGAGE CORPORATION,Originator,2010-05-01,2025-06-01,182
75697,SUMMIT MORTGAGE CORPORATION,Sponsor,2010-05-01,2015-11-01,52
75700,FIRST CHOICE MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
75716,HERITAGE BANK,Originator,2010-06-01,2010-06-01,1
75729,NORTH STAR MORTGAGE CORP,Originator,2010-07-01,2011-02-01,4
75737,BLAIR SERVICES OF AMERICA INC,Originator,2010-05-01,2025-06-01,179
75742,REDWOOD MORTGAGE COMPANY,Originator,2010-05-01,2011-04-01,11
75743,MICHAEL KAGAN INC,Originator,2010-05-01,2011-04-01,11
75746,GLOBE MORTGAGE AMERICA LLC,Originator,2010-05-01,2010-10-01,6
75752,ROCHESTER HOME EQUITY INC,Originator,2011-08-01,2011-12-01,2
75760,EVERGREEN PACIFIC MORTGAGE INC,Originator,2010-05-01,2010-07-01,3
75762,ACCESS MORTGAGE SERVICES INC,Originator,2010-05-01,2010-05-01,1
75763,UNION BANK AND TRUST,Originator,2010-05-01,2025-06-01,173
75782,WHITNEY BANK,Originator,2012-04-01,2014-03-01,24
75797,CONSOLIDATED FUNDING CORP,Originator,2010-05-01,2011-01-01,9
758,"THE FIRST, A NATIONAL BANKING ASSOCIATIO",Originator,2019-03-01,2022-01-01,23
758,THE FIRST BANK,Originator,2022-02-01,2025-03-01,38
758,"THE FIRST, A NATIONAL BANKING ASSOCIATIO",Sponsor,2021-08-01,2021-08-01,1
75800,AMERICAN MORTGAGE SERVICES INC,Originator,2010-05-01,2024-02-01,157
75802,COMMUNITY NATIONAL BANK,Originator,2010-05-01,2025-06-01,179
75809,LONE STAR BANK,Originator,2010-06-01,2010-09-01,2
75811,LUBBOCK NATIONAL BANK,Originator,2010-05-01,2012-10-01,28
75815,SKOFED MORTGAGE FUNDING CORP,Originator,2010-05-01,2011-03-01,11
75827,SOUTHWEST BANCORP,Originator,2010-08-01,2011-02-01,3
75832,OPTIMUM FINANCIAL SERVICES INC,Originator,2010-05-01,2011-07-01,12
75832,OPTIMUM FINANCIAL SERVICES INC,Sponsor,2010-06-01,2010-08-01,2
75834,GUARANTY RESIDENTIAL LENDING INC,Sponsor,2021-09-01,2021-09-01,1
75842,HENDRICKS COUNTY BANK AND TRUST CO,Originator,2010-08-01,2010-08-01,1
75846,SOMERSET INVESTORS CORP,Originator,2011-03-01,2011-03-01,1
75851,FIRST NEW ENGLAND MTG CORP,Originator,2010-05-01,2011-06-01,13
75860,BARRETT MORTGAGE SVCS OHIO,Originator,2010-05-01,2011-06-01,10
75864,M AND T BANK,Originator,2010-05-01,2025-06-01,182
75864,M AND T BANK,Sponsor,2010-05-01,2021-09-01,114
75866,LIBERTY FIRST CREDIT UNION,Originator,2010-05-01,2025-06-01,181
75867,BANK OF NORTH CAROLINA,Originator,2010-05-01,2018-01-01,81
75873,AMERICOR MORTGAGE INC,Originator,2010-06-01,2011-03-01,6
75876,GREAT PLAINS NATIONAL BANK,Originator,2010-05-01,2025-06-01,178
75876,GREAT PLAINS NATIONAL BANK,Sponsor,2013-07-01,2016-08-01,6
75880,METROBOSTON MORTGAGE CO INC,Originator,2010-05-01,2010-07-01,3
75886,MC HENRY COUNTY MORTGAGE CO,Originator,2010-06-01,2010-06-01,1
75891,STOFFER MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
75896,FINANCIAL CENTER WEST INC,Originator,2010-05-01,2011-03-01,6
75907,CAPITAL MORTGAGE CORP,Originator,2010-05-01,2011-03-01,7
75913,WHOLESALE CAPITAL CORP,Originator,2010-05-01,2020-01-01,111
75913,WHOLESALE CAPITAL CORP,Sponsor,2010-07-01,2018-03-01,46
75921,FULTON BANK NATIONAL ASSOCIATION,Originator,2010-05-01,2025-06-01,182
75921,FULTON BANK NATIONAL ASSOCIATION,Sponsor,2010-05-01,2024-12-01,20
75929,MOUNTAIN VIEW FINANCIAL HOME LOAN,Originator,2010-05-01,2011-03-01,6
75937,LUCEY MORTGAGE CORPORATION,Originator,2010-05-01,2011-04-01,11
75969,STARION FINANCIAL,Originator,2010-05-01,2016-12-01,64
75969,STARION BANK,Originator,2017-08-01,2025-05-01,39
75984,WOODFIELD PLANNING CORP,Originator,2010-05-01,2011-03-01,11
75985,SAINT PAUL POSTAL EMPLOYEES CREDIT UNION,Originator,2010-05-01,2011-01-01,8
75987,DOMESTIC BANK,Originator,2010-05-01,2010-10-01,4
75987,ADMIRALS BANK,Originator,2010-11-01,2016-08-01,57
75995,CITIZENSFIRST CREDIT UNION,Originator,2010-05-01,2010-12-01,5
75997,ADVANTAGE MORTGAGE GROUP INC,Originator,2010-05-01,2011-05-01,12
76,COOPERATIVA DE AHORRO Y CREDITO ZENO GAN,Originator,2016-03-01,2025-04-01,21
760,WEST SHORE BANK,Originator,2019-07-01,2019-12-01,2
76015,CALABASAS FUNDING CORPORATION,Originator,2010-05-01,2011-05-01,13
76023,SULLIVAN FINANCIAL SERVICES INC,Originator,2010-05-01,2015-07-01,36
76024,LONE STAR NATIONAL BANK,Originator,2010-05-01,2025-05-01,113
76027,GLENDENNING MORTGAGE CORP,Originator,2010-05-01,2025-06-01,157
76036,VALLEY BANK,Originator,2010-06-01,2010-07-01,2
76039,PACIFIC MUTUAL FUNDING INC,Originator,2010-08-01,2010-09-01,2
76039,PACIFIC MUTUAL FUNDING INC,Sponsor,2010-07-01,2010-11-01,2
76045,FARMERS AND MERCHANTS BANK SC,Originator,2010-06-01,2011-01-01,5
76050,SIRVA MORTGAGE INC,Originator,2010-05-01,2025-06-01,180
76061,BONDCORP REALTY SERVICES INC,Originator,2010-05-01,2015-08-01,59
76061,BONDCORP REALTY SERVICES INC,Sponsor,2010-07-01,2011-01-01,2
76073,TROY MORTGAGE CORPORATION INC,Originator,2010-05-01,2011-01-01,7
76074,FINANCIAL TWO THOUSAND INC,Originator,2010-05-01,2010-06-01,2
76080,SUPERIOR NATIONAL BANK AND TRUST,Originator,2021-04-01,2025-06-01,51
76081,UNITED AMERICAN MORTGAGE CORP,Originator,2010-05-01,2011-05-01,13
76087,CELTIC BANK,Originator,2010-05-01,2016-06-01,50
76088,FIRST INTEGRITY MORTGAGE SER,Originator,2010-05-01,2024-10-01,171
76088,FIRST INTEGRITY MORTGAGE SER,Sponsor,2010-05-01,2011-06-01,7
76089,CHURCHILL MORTGAGE CORP,Originator,2010-05-01,2025-06-01,182
76089,CHURCHILL MORTGAGE CORP,Sponsor,2014-11-01,2022-04-01,4
76092,METRO MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,11
76093,PIERREMONT MORTGAGE INC,Originator,2010-05-01,2025-06-01,122
76094,PREMIER MORTGAGE SERVICES,Originator,2010-05-01,2011-09-01,17
761,INDIANA UNIVERSITY CREDIT UNION,Originator,2019-09-01,2019-09-01,1
76103,CITIZENS FIDELITY MORTGAGE,Originator,2010-05-01,2011-04-01,12
76109,DAMATO AND COOLEY INCORPOATED,Originator,2010-06-01,2010-06-01,1
76131,FIRST NATIONAL BANK,Originator,2010-05-01,2025-04-01,162
76132,BANK OF COMMERCE,Originator,2010-05-01,2015-12-01,68
76145,BANK FORWARD,Originator,2010-05-01,2011-01-01,9
76149,METCALF BANK,Originator,2011-08-01,2012-06-01,7
76149,CENTRAL BANK OF THE MIDWEST,Originator,2014-11-01,2021-12-01,68
76158,PREFERRED SERVICE MORTGAGE LLC,Originator,2010-05-01,2010-05-01,1
76166,FIRST ABILENE FEDERAL C U,Originator,2010-05-01,2011-02-01,9
76192,FIRST NATIONAL BANK SHELBY,Originator,2010-06-01,2011-09-01,11
762,"STRONG HOME MORTGAGE, LLC",Originator,2018-11-01,2025-06-01,80
76203,COMMUNITY LENDERS GROUP,Originator,2010-05-01,2011-04-01,7
76204,WYOMISSING MORTGAGE CO,Originator,2010-05-01,2010-05-01,1
76206,SECURITY ATLANTIC MORTGAGE CO,Sponsor,2010-05-01,2010-05-01,1
76211,MORTGAGE FINANCIAL INC,Originator,2010-05-01,2017-05-01,84
76211,MORTGAGE FINANCIAL INC,Sponsor,2010-06-01,2010-08-01,2
76221,BARRON FUNDING GROUP INC,Originator,2010-06-01,2011-02-01,8
76224,EAST COAST MORTGAGE CORPORATION,Originator,2010-05-01,2012-01-01,20
76224,EAST COAST MORTGAGE CORPORATION,Sponsor,2010-06-01,2010-06-01,1
76229,HAPPY STATE BANK,Originator,2010-05-01,2022-03-01,143
76237,GUARANTY MORTGAGE SERVICES LLC,Originator,2010-05-01,2025-06-01,169
76240,FIRST BANK,Originator,2010-05-01,2025-06-01,182
76240,FIRST BANK,Sponsor,2018-01-01,2018-01-01,1
76248,CITIZENS FIRST BANK,Originator,2010-08-01,2011-01-01,3
76264,KEY HOME MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,10
76266,SANTA CLARA PARTNERS MORTGAGE,Originator,2010-05-01,2011-04-01,12
76271,PATRIOT MORTGAGE CO INC,Originator,2010-05-01,2010-11-01,5
76272,SIWELL INC,Originator,2010-05-01,2025-06-01,148
76272,SIWELL INC,Sponsor,2011-06-01,2025-06-01,103
76279,NORTH ATLANTIC MORTGAGE CORP,Originator,2010-05-01,2011-02-01,10
76293,MORTGAGE SOLUTIONS INC,Originator,2010-07-01,2010-12-01,4
76298,CITILINES FINANCIAL INC,Originator,2010-05-01,2011-05-01,12
76306,AMERICAN COMMERCE MORTGAGE CO,Originator,2010-05-01,2011-03-01,11
76313,PRIME HOME LOANS INC,Originator,2010-05-01,2011-02-01,10
76315,ALL AMERICAN HOME MORTGAGE CORP,Originator,2010-05-01,2012-01-01,19
76316,SPRINGFIELD FINANCIAL CORP,Originator,2010-05-01,2011-03-01,11
76323,UNIVERSAL MORTGAGE CORPORATION,Originator,2010-05-01,2010-08-01,3
76323,UNIVERSAL MORTGAGE CORPORATION,Sponsor,2010-05-01,2010-06-01,2
76336,CORTRUST MORTGAGE INC,Originator,2010-05-01,2025-06-01,167
76340,CAPITAL MORTGAGE FUNDING LLC,Originator,2010-05-01,2011-01-01,9
76340,CAPITAL MORTGAGE FUNDING LLC,Sponsor,2010-05-01,2010-09-01,5
76341,AME FINANCIAL CORPORATION,Sponsor,2010-06-01,2010-06-01,1
76346,MONTROSE BANK,Originator,2010-06-01,2011-01-01,5
76355,SECURITYNATIONAL MORTGAGE COMPANY,Originator,2010-05-01,2025-06-01,182
76355,SECURITYNATIONAL MORTGAGE COMPANY,Sponsor,2010-05-01,2019-10-01,106
76357,OLYMPIA MORTGAGE SERVICES INC,Originator,2010-05-01,2010-05-01,1
76381,CUMBERLAND VALLEY NATL BANK TR,Originator,2010-07-01,2011-01-01,2
76382,WESTSTAR MORTGAGE CORP,Originator,2010-05-01,2025-05-01,160
76382,WESTSTAR MORTGAGE CORP,Sponsor,2010-05-01,2016-03-01,51
76388,THE METROPOLITAN BANK,Originator,2010-05-01,2011-04-01,12
76391,PROFESSIONAL FINANCIAL MTG INC,Originator,2010-05-01,2010-05-01,1
76398,TULSA MORTGAGE COMPANY,Originator,2010-05-01,2010-07-01,3
76417,FIRST STATE BANK CENTRAL TEXAS,Originator,2010-09-01,2011-07-01,5
76420,FIRST NATIONAL BANK SALLISAW,Originator,2010-05-01,2012-05-01,19
76420,FIRSTAR BANK NA,Originator,2012-08-01,2018-05-01,62
76420,FIRSTAR BANK,Originator,2018-06-01,2025-06-01,84
76421,HOLLANDER FINANCIAL HOLDING INC,Originator,2010-05-01,2011-11-01,19
76421,HOLLANDER FINANCIAL HOLDING INC,Sponsor,2010-05-01,2011-02-01,10
76424,AMS FINANCIAL INC,Originator,2010-05-01,2011-02-01,10
76448,INTERMOUNTAIN MORTGAGE COMPANY,Originator,2010-08-01,2010-08-01,1
76449,FIRST NATION MORTGAGE,Originator,2010-05-01,2011-04-01,12
76463,OKLAHOMA CENTRAL CREDIT UNION,Originator,2010-05-01,2017-09-01,57
76465,FREEDOM CHOICE MORTGAGE,Originator,2010-09-01,2010-09-01,1
76471,ST TAMMANY HOMESTEAD ASSN,Originator,2010-06-01,2010-10-01,5
76476,FIRST PRIORITY FINANCIAL INC,Originator,2010-05-01,2016-09-01,77
76476,FIRST PRIORITY FINANCIAL INC,Sponsor,2010-06-01,2011-03-01,10
76477,REAL ESTATE LOAN CENTER INC,Originator,2010-05-01,2010-05-01,1
76482,MORTGAGE SECURITY INC,Originator,2012-12-01,2013-05-01,2
76484,MAIN STREAM FINANCIAL CORPORATION,Originator,2010-05-01,2011-02-01,10
76488,R-B FINANCIAL MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
76494,BARRONS MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,11
76497,MODESTO CMA INC,Originator,2010-05-01,2011-04-01,12
76508,NE MOVES MORTGAGE LLC,Originator,2010-05-01,2016-01-01,69
76508,NE MOVES MORTGAGE LLC,Sponsor,2010-05-01,2010-10-01,5
76511,LIDD ENTERPRISES INC,Originator,2010-05-01,2011-03-01,11
76514,COUNTRYWIDE BANK FSB,Originator,2010-05-01,2010-07-01,2
76514,COUNTRYWIDE BANK FSB,Sponsor,2010-08-01,2010-08-01,1
76520,WESTCAL MORTGAGE CORP,Originator,2010-05-01,2011-01-01,9
76529,OLYMPUS MORTGAGE INC,Originator,2010-05-01,2010-10-01,6
76541,MORTGAGE EMBASSY CORPORATION,Originator,2010-07-01,2011-02-01,5
76544,AAKO INC,Originator,2010-05-01,2019-02-01,106
76552,FIRST AMERICAN MORTGAGE INC,Originator,2010-05-01,2025-02-01,177
76552,FIRST AMERICAN MORTGAGE LLC,Originator,2025-03-01,2025-06-01,4
76561,CITIZENS BANK,Originator,2010-05-01,2011-04-01,11
76577,CECILIAN BANK,Originator,2010-05-01,2012-07-01,9
76588,AMERISOUTH MORTGAGE COMPANY,Originator,2010-05-01,2020-12-01,123
76592,BEST MORTGAGES AVAILABLE INC,Originator,2010-10-01,2010-10-01,1
76599,MERRIMACK MORTGAGE COMPANY INC,Originator,2010-05-01,2016-05-01,73
76599,"MERRIMACK MORTGAGE COMPANY, LLC",Originator,2016-06-01,2018-02-01,21
76599,"HARBORONE MORTGAGE, LLC",Originator,2018-03-01,2025-06-01,88
76599,MERRIMACK MORTGAGE COMPANY INC,Sponsor,2010-05-01,2016-05-01,72
76599,"MERRIMACK MORTGAGE COMPANY, LLC",Sponsor,2016-06-01,2018-02-01,21
76599,"HARBORONE MORTGAGE, LLC",Sponsor,2018-03-01,2018-10-01,7
76602,CAMPBELL FINANCIAL SERVICES,Originator,2010-05-01,2011-04-01,12
76604,WHITAKER BANK INC,Originator,2010-05-01,2011-01-01,7
76610,IDAHO INDEPENDENT BANK,Originator,2010-05-01,2019-02-01,102
76612,UNITED MORTGAGE AND FINAN SERV,Originator,2010-07-01,2010-12-01,5
76615,MOUNTAIN WEST BANK,Originator,2010-05-01,2012-07-01,27
76615,MOUNTAIN WEST BANK,Sponsor,2010-07-01,2010-07-01,1
76619,BANK OLDHAM COUNTY,Originator,2010-05-01,2011-01-01,4
76638,MORTGAGE SOUTH LENDERS INC,Originator,2010-05-01,2011-02-01,9
76640,PROSPERITY MORTGAGE COMPANY,Originator,2010-05-01,2014-05-01,49
76642,SPECTRUM MARKETING INC,Originator,2010-07-01,2010-12-01,3
76643,SOUTHERN CALIFORNIA FUNDING,Originator,2010-05-01,2011-04-01,12
76647,LENHILL MORTGAGE INC,Originator,2010-05-01,2011-01-01,9
76652,AMERICAN ACCEPTANCE MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
76654,FIRSTRUST MORTGAGE INC,Originator,2010-05-01,2014-05-01,49
76661,SEA COUNTRY MORTGAGE,Originator,2010-05-01,2011-03-01,10
76662,EVANS MORTGAGE COMPANY,Originator,2010-05-01,2011-02-01,10
76665,FIRST ATLANTIC MORTGAGE LLC,Originator,2010-05-01,2011-06-01,14
76672,PLATINUM HOME MORTGAGE CORP,Originator,2010-05-01,2023-12-01,162
76672,PLATINUM HOME MORTGAGE CORP,Sponsor,2010-11-01,2018-10-01,12
76677,CENTRAL CITY MORTGAGE,Originator,2010-05-01,2011-01-01,9
76681,LINCOLNWOOD MORTGAGE SERVICES INC,Originator,2010-07-01,2011-02-01,5
76682,"ALL PRO MORTGAGE, INC.",Originator,2010-05-01,2011-02-01,9
76687,FIRST UNITED MORTGAGE CO INC,Originator,2010-05-01,2011-02-01,10
76687,FIRST UNITED MORTGAGE CO INC,Sponsor,2010-06-01,2010-12-01,7
76690,FIRST AMERICAN MORTGAGE TRUST,Originator,2010-05-01,2016-06-01,64
76690,FIRST AMERICAN MORTGAGE TRUST,Sponsor,2010-05-01,2015-12-01,57
76691,CUMMINGS MORTGAGE SERVICE INC,Originator,2010-05-01,2011-01-01,9
76694,GML MORTGAGE INC,Originator,2010-05-01,2011-01-01,8
76726,PAON MORTGAGE CO,Originator,2010-05-01,2011-01-01,7
76738,FIDELITY MORTGAGE CO INC,Originator,2010-05-01,2011-02-01,9
76739,CUSO MORTGAGE CORP,Originator,2010-05-01,2025-06-01,99
76739,CUSO MORTGAGE CORP,Sponsor,2011-09-01,2022-12-01,52
76740,VITEK REAL ESTATE INDUSTRIES GROUP INC,Originator,2010-05-01,2019-02-01,106
76740,VITEK REAL ESTATE INDUSTRIES GROUP INC,Sponsor,2013-01-01,2014-10-01,2
76748,MORTGAGE CORP OHIO,Originator,2010-06-01,2011-02-01,7
76756,AIR ACADEMY FEDERAL CREDIT UNION,Originator,2010-05-01,2022-07-01,93
76759,MORTGAGES UNLIMITED INC,Originator,2010-05-01,2023-06-01,157
76759,MORTGAGES UNLIMITED INC,Sponsor,2017-02-01,2021-02-01,2
76761,FIRST INDEPENDENCE BANK,Originator,2010-08-01,2022-11-01,111
76761,FIRST INDEPENDENCE BANK,Sponsor,2010-05-01,2015-09-01,61
76790,PACIFIC HORIZON BANCORP,Originator,2011-03-01,2025-03-01,112
76790,PACIFIC HORIZON BANCORP,Sponsor,2014-05-01,2014-05-01,1
76791,CROWN WEST FINANCIAL INC,Originator,2010-05-01,2011-05-01,6
76796,PEOPLES BANK,Originator,2010-05-01,2018-01-01,93
76796,PEOPLES BANK,Sponsor,2010-05-01,2017-01-01,42
768,NEIGHBORS BANK,Originator,2019-04-01,2025-06-01,71
768,NEIGHBORS BANK,Sponsor,2020-09-01,2024-04-01,3
76800,FIRST BOSTON MORTGAGE CORP,Originator,2010-05-01,2011-01-01,8
76803,MALVERN NATIONAL BANK,Originator,2010-07-01,2025-06-01,60
76823,THE BANK OF SOUTH CAROLINA,Originator,2010-05-01,2025-06-01,129
76824,WINTERWOOD MORTGAGE GROUP LLC,Originator,2010-05-01,2011-05-01,13
76833,AMERICAN NATIONAL BANK DEKALB COUNTY,Originator,2010-05-01,2011-11-01,16
76833,AMERICAN MIDWEST BANK,Originator,2011-12-01,2016-04-01,45
76834,BEST MORTGAGE INC,Originator,2010-05-01,2011-03-01,9
76835,KPL SELECT MORTGAGE,Originator,2010-05-01,2010-08-01,4
76842,SIERRA COAST MORTGAGE,Originator,2010-05-01,2010-11-01,5
76847,COLE TAYLOR BANK,Originator,2010-05-01,2015-02-01,58
76847,COLE TAYLOR BANK,Sponsor,2010-05-01,2015-03-01,56
76851,MECHANICS BANK-RICHMOND,Originator,2010-05-01,2011-02-01,4
76854,LEGACY BANK,Originator,2010-07-01,2011-02-01,5
76858,PARTNERS MORTGAGE INC,Originator,2010-06-01,2011-01-01,3
76859,BANKERS MORTGAGE GROUP INC,Originator,2010-06-01,2011-05-01,6
76872,PRODUCTION MORTGAGE INC,Sponsor,2010-06-01,2010-06-01,1
76876,MORTGAGE ONE INCORPORATED,Originator,2010-05-01,2025-06-01,182
76876,MORTGAGE ONE INCORPORATED,Sponsor,2010-07-01,2018-08-01,3
76889,RIVER CITY MORTGAGE AND FINANCIAL LLC,Originator,2010-05-01,2011-05-01,13
76893,RESIDENTIAL MORTGAGE CORPORATION,Originator,2010-05-01,2011-09-01,17
769,LENDING CAPITAL GROUP INC,Originator,2019-05-01,2025-06-01,71
76903,FIRST STATE BANK - JOPLIN,Originator,2010-05-01,2011-02-01,8
76910,HOMESTEAD MORTGAGE SERVICES INC,Originator,2010-05-01,2011-03-01,7
76911,ROCKLAND TRUST CO,Originator,2010-05-01,2025-06-01,122
76912,PRESTIGE MORTGAGE,Originator,2010-06-01,2011-02-01,9
76932,KERN SCHOOLS FEDERAL CREDIT UNION,Originator,2010-12-01,2011-02-01,3
76944,EAGLE HOME LOANS AND REALTY INC,Originator,2010-05-01,2011-02-01,7
76949,SALEM FIVE MORTGAGE CO LLC,Originator,2010-05-01,2025-06-01,182
76949,SALEM FIVE MORTGAGE CO LLC,Sponsor,2013-06-01,2013-06-01,1
76950,FIRST FINANCIAL BANK NA,Originator,2010-08-01,2011-01-01,5
76958,GRABILL BANK,Originator,2010-05-01,2011-04-01,12
76961,"PACIFIC TRUST BANK, FSB",Originator,2012-09-01,2013-09-01,13
76961,BANC OF CALIFORNIA NA,Originator,2013-10-01,2017-11-01,49
76961,"PACIFIC TRUST BANK, FSB",Sponsor,2013-04-01,2013-09-01,6
76961,BANC OF CALIFORNIA NA,Sponsor,2013-10-01,2017-12-01,47
76964,SOCIETY FINANCIAL CORP,Originator,2010-05-01,2010-12-01,8
76975,FIRST RESIDENTIAL MTG SERV CORP,Originator,2010-05-01,2013-09-01,41
76975,FIRST RESIDENTIAL MTG SERV CORP,Sponsor,2011-05-01,2011-07-01,2
76976,BANKERS INVESTMENT GROUP INC,Originator,2010-05-01,2011-05-01,11
76984,MILLBROOK MORTGAGE CORP,Originator,2010-06-01,2010-12-01,6
76993,AMERICAN HOME MORTGAGE CORP,Originator,2010-05-01,2011-01-01,2
770,T2 FINANCIAL LLC,Originator,2019-02-01,2025-06-01,74
770,T2 FINANCIAL LLC,Sponsor,2019-10-01,2024-07-01,5
77001,PYRAMAX BANK SSB,Originator,2010-05-01,2011-07-01,11
77008,CITIZENS NATIONAL BANK,Originator,2010-06-01,2010-11-01,3
77015,MORTGAGE NETWORK INC,Originator,2010-05-01,2023-01-01,153
77015,MORTGAGE NETWORK INC,Sponsor,2010-05-01,2016-02-01,7
77028,ANDRADE FINANCIAL,Originator,2010-05-01,2010-05-01,1
77029,LEADER MORTGAGE CO INC,Originator,2010-05-01,2015-06-01,34
77035,SPIRITBANK NA,Originator,2010-05-01,2022-10-01,143
77037,PINNACLE HOME MORTGAGE COMPANY,Originator,2010-05-01,2011-03-01,10
77039,MORTGAGE PLACE INC,Originator,2010-05-01,2010-08-01,4
77043,GECU,Originator,2010-07-01,2011-06-01,6
77046,AVIS MORTGAGE INC,Originator,2010-07-01,2011-01-01,7
77051,FIRST MISSOURI STATE BANK,Originator,2010-05-01,2011-02-01,4
77053,KEY MORTGAGE SERVICES INC,Originator,2010-05-01,2025-06-01,181
77053,KEY MORTGAGE SERVICES INC,Sponsor,2011-11-01,2022-05-01,2
77061,SANDY SPRING BANK,Originator,2010-05-01,2025-04-01,170
77068,CROW RIVER STATE BANK,Originator,2010-11-01,2010-11-01,1
77070,AMERICAN HOME MORTGAGE GROUP INC,Originator,2010-07-01,2011-02-01,8
77080,PROFESSIONAL CONSOLIDATED FIN GROUP INC,Originator,2010-05-01,2011-02-01,5
77082,SECURITY MORTGAGE INC,Originator,2010-05-01,2010-12-01,8
77082,SECURITY MORTGAGE INC,Sponsor,2010-05-01,2010-12-01,7
77086,ELITE FUNDING CORPORATION,Originator,2010-05-01,2011-04-01,12
77088,FOREST PARK NATIONAL BANK AND TRUST,Originator,2010-05-01,2010-05-01,1
771,PARAMOUNT BANK,Originator,2019-05-01,2025-06-01,74
771,PARAMOUNT BANK,Sponsor,2019-09-01,2020-01-01,3
77102,LEE-CO MORTGAGE INC,Originator,2010-06-01,2010-11-01,5
77113,PRIME CAPITAL INC,Originator,2010-08-01,2011-01-01,3
