category,file_name,relative_to_project,relative_to_data,parent_directory,suffix,size_bytes,size_mb,size_readable,modified_utc,created_utc
data,000,data\database\single_family\Year=2017\Month=4\000,database\single_family\Year=2017\Month=4\000,database\single_family\Year=2017\Month=4,,1012961,0.966,989.22 KB,2025-09-28T04:50:25.028079+00:00,2025-09-28T04:50:16.244001+00:00
data,000,data\database\single_family\Year=2017\Month=5\000,database\single_family\Year=2017\Month=5\000,database\single_family\Year=2017\Month=5,,1137862,1.0851,1.09 MB,2025-09-28T04:50:25.067971+00:00,2025-09-28T04:50:16.279658+00:00
data,000,data\database\single_family\Year=2017\Month=6\000,database\single_family\Year=2017\Month=6\000,database\single_family\Year=2017\Month=6,,1141724,1.0888,1.09 MB,2025-09-28T04:50:25.116994+00:00,2025-09-28T04:50:16.307561+00:00
data,000,data\database\single_family\Year=2017\Month=7\000,database\single_family\Year=2017\Month=7\000,database\single_family\Year=2017\Month=7,,1079322,1.0293,1.03 MB,2025-09-28T04:50:25.151533+00:00,2025-09-28T04:50:16.337331+00:00
data,000,data\database\single_family\Year=2017\Month=8\000,database\single_family\Year=2017\Month=8\000,database\single_family\Year=2017\Month=8,,1173147,1.1188,1.12 MB,2025-09-28T04:50:25.192036+00:00,2025-09-28T04:50:16.390890+00:00
data,000,data\database\single_family\Year=2017\Month=9\000,database\single_family\Year=2017\Month=9\000,database\single_family\Year=2017\Month=9,,1024912,0.9774,1000.89 KB,2025-09-28T04:50:25.235477+00:00,2025-09-28T04:50:16.418734+00:00
data,000,data\database\single_family\Year=2018\Month=10\000,database\single_family\Year=2018\Month=10\000,database\single_family\Year=2018\Month=10,,978747,0.9334,955.81 KB,2025-09-28T04:50:25.768386+00:00,2025-09-28T04:50:16.875326+00:00
data,000,data\database\single_family\Year=2018\Month=11\000,database\single_family\Year=2018\Month=11\000,database\single_family\Year=2018\Month=11,,844379,0.8053,824.59 KB,2025-09-28T04:50:25.794766+00:00,2025-09-28T04:50:16.911117+00:00
data,000,data\database\single_family\Year=2018\Month=12\000,database\single_family\Year=2018\Month=12\000,database\single_family\Year=2018\Month=12,,804622,0.7673,785.76 KB,2025-09-28T04:50:25.832119+00:00,2025-09-28T04:50:16.944127+00:00
data,000,data\database\single_family\Year=2018\Month=1\000,database\single_family\Year=2018\Month=1\000,database\single_family\Year=2018\Month=1,,1003331,0.9569,979.82 KB,2025-09-28T04:50:25.393889+00:00,2025-09-28T04:50:16.533427+00:00
data,000,data\database\single_family\Year=2018\Month=2\000,database\single_family\Year=2018\Month=2\000,database\single_family\Year=2018\Month=2,,824150,0.786,804.83 KB,2025-09-28T04:50:25.425777+00:00,2025-09-28T04:50:16.559024+00:00
data,000,data\database\single_family\Year=2018\Month=3\000,database\single_family\Year=2018\Month=3\000,database\single_family\Year=2018\Month=3,,901736,0.86,880.60 KB,2025-09-28T04:50:25.479033+00:00,2025-09-28T04:50:16.584615+00:00
data,000,data\database\single_family\Year=2018\Month=4\000,database\single_family\Year=2018\Month=4\000,database\single_family\Year=2018\Month=4,,901850,0.8601,880.71 KB,2025-09-28T04:50:25.514175+00:00,2025-09-28T04:50:16.610227+00:00
data,000,data\database\single_family\Year=2018\Month=5\000,database\single_family\Year=2018\Month=5\000,database\single_family\Year=2018\Month=5,,958639,0.9142,936.17 KB,2025-09-28T04:50:25.563151+00:00,2025-09-28T04:50:16.638232+00:00
data,000,data\database\single_family\Year=2018\Month=6\000,database\single_family\Year=2018\Month=6\000,database\single_family\Year=2018\Month=6,,958968,0.9145,936.49 KB,2025-09-28T04:50:25.616094+00:00,2025-09-28T04:50:16.679429+00:00
data,000,data\database\single_family\Year=2018\Month=7\000,database\single_family\Year=2018\Month=7\000,database\single_family\Year=2018\Month=7,,959481,0.915,936.99 KB,2025-09-28T04:50:25.655628+00:00,2025-09-28T04:50:16.720752+00:00
data,000,data\database\single_family\Year=2018\Month=8\000,database\single_family\Year=2018\Month=8\000,database\single_family\Year=2018\Month=8,,1020093,0.9728,996.18 KB,2025-09-28T04:50:25.694903+00:00,2025-09-28T04:50:16.775003+00:00
data,000,data\database\single_family\Year=2018\Month=9\000,database\single_family\Year=2018\Month=9\000,database\single_family\Year=2018\Month=9,,890865,0.8496,869.99 KB,2025-09-28T04:50:25.739164+00:00,2025-09-28T04:50:16.822825+00:00
data,000,data\database\single_family\Year=2019\Month=10\000,database\single_family\Year=2019\Month=10\000,database\single_family\Year=2019\Month=10,,1236999,1.1797,1.18 MB,2025-09-28T04:50:26.257095+00:00,2025-09-28T04:50:17.372294+00:00
data,000,data\database\single_family\Year=2019\Month=11\000,database\single_family\Year=2019\Month=11\000,database\single_family\Year=2019\Month=11,,1135250,1.0827,1.08 MB,2025-09-28T04:50:26.301588+00:00,2025-09-28T04:50:17.432594+00:00
data,000,data\database\single_family\Year=2019\Month=12\000,database\single_family\Year=2019\Month=12\000,database\single_family\Year=2019\Month=12,,1196042,1.1406,1.14 MB,2025-09-28T04:50:26.351796+00:00,2025-09-28T04:50:17.499600+00:00
data,000,data\database\single_family\Year=2019\Month=1\000,database\single_family\Year=2019\Month=1\000,database\single_family\Year=2019\Month=1,,879588,0.8388,858.97 KB,2025-09-28T04:50:25.864385+00:00,2025-09-28T04:50:16.997194+00:00
data,000,data\database\single_family\Year=2019\Month=2\000,database\single_family\Year=2019\Month=2\000,database\single_family\Year=2019\Month=2,,709747,0.6769,693.11 KB,2025-09-28T04:50:25.894038+00:00,2025-09-28T04:50:17.023670+00:00
data,000,data\database\single_family\Year=2019\Month=3\000,database\single_family\Year=2019\Month=3\000,database\single_family\Year=2019\Month=3,,803477,0.7663,784.65 KB,2025-09-28T04:50:25.928998+00:00,2025-09-28T04:50:17.085034+00:00
data,000,data\database\single_family\Year=2019\Month=4\000,database\single_family\Year=2019\Month=4\000,database\single_family\Year=2019\Month=4,,898279,0.8567,877.23 KB,2025-09-28T04:50:25.960304+00:00,2025-09-28T04:50:17.119259+00:00
data,000,data\database\single_family\Year=2019\Month=5\000,database\single_family\Year=2019\Month=5\000,database\single_family\Year=2019\Month=5,,982186,0.9367,959.17 KB,2025-09-28T04:50:26.006512+00:00,2025-09-28T04:50:17.161560+00:00
data,000,data\database\single_family\Year=2019\Month=6\000,database\single_family\Year=2019\Month=6\000,database\single_family\Year=2019\Month=6,,980450,0.935,957.47 KB,2025-09-28T04:50:26.045110+00:00,2025-09-28T04:50:17.191729+00:00
data,000,data\database\single_family\Year=2019\Month=7\000,database\single_family\Year=2019\Month=7\000,database\single_family\Year=2019\Month=7,,1132001,1.0796,1.08 MB,2025-09-28T04:50:26.095502+00:00,2025-09-28T04:50:17.230181+00:00
data,000,data\database\single_family\Year=2019\Month=8\000,database\single_family\Year=2019\Month=8\000,database\single_family\Year=2019\Month=8,,1149720,1.0965,1.10 MB,2025-09-28T04:50:26.147800+00:00,2025-09-28T04:50:17.266367+00:00
data,000,data\database\single_family\Year=2019\Month=9\000,database\single_family\Year=2019\Month=9\000,database\single_family\Year=2019\Month=9,,1089743,1.0393,1.04 MB,2025-09-28T04:50:26.190049+00:00,2025-09-28T04:50:17.304566+00:00
data,000,data\database\single_family\Year=2020\Month=10\000,database\single_family\Year=2020\Month=10\000,database\single_family\Year=2020\Month=10,,1797904,1.7146,1.71 MB,2025-09-28T04:50:20.764028+00:00,2025-09-28T04:50:12.536483+00:00
data,000,data\database\single_family\Year=2020\Month=11\000,database\single_family\Year=2020\Month=11\000,database\single_family\Year=2020\Month=11,,1668114,1.5908,1.59 MB,2025-09-28T04:50:21.538312+00:00,2025-09-28T04:50:13.307811+00:00
data,000,data\database\single_family\Year=2020\Month=12\000,database\single_family\Year=2020\Month=12\000,database\single_family\Year=2020\Month=12,,1888150,1.8007,1.80 MB,2025-09-28T04:50:22.409933+00:00,2025-09-28T04:50:13.944665+00:00
data,000,data\database\single_family\Year=2020\Month=1\000,database\single_family\Year=2020\Month=1\000,database\single_family\Year=2020\Month=1,,1344617,1.2823,1.28 MB,2025-09-28T04:50:26.401290+00:00,2025-09-28T04:50:17.567443+00:00
data,000,data\database\single_family\Year=2020\Month=2\000,database\single_family\Year=2020\Month=2\000,database\single_family\Year=2020\Month=2,,1112910,1.0614,1.06 MB,2025-09-28T04:50:26.445281+00:00,2025-09-28T04:50:17.607071+00:00
data,000,data\database\single_family\Year=2020\Month=3\000,database\single_family\Year=2020\Month=3\000,database\single_family\Year=2020\Month=3,,1207007,1.1511,1.15 MB,2025-09-28T04:50:26.508710+00:00,2025-09-28T04:50:17.645219+00:00
data,000,data\database\single_family\Year=2020\Month=4\000,database\single_family\Year=2020\Month=4\000,database\single_family\Year=2020\Month=4,,1200132,1.1445,1.14 MB,2025-09-28T04:50:26.555941+00:00,2025-09-28T04:50:17.685436+00:00
data,000,data\database\single_family\Year=2020\Month=5\000,database\single_family\Year=2020\Month=5\000,database\single_family\Year=2020\Month=5,,1073169,1.0235,1.02 MB,2025-09-28T04:50:26.599556+00:00,2025-09-28T04:50:17.713065+00:00
data,000,data\database\single_family\Year=2020\Month=6\000,database\single_family\Year=2020\Month=6\000,database\single_family\Year=2020\Month=6,,1115737,1.064,1.06 MB,2025-09-28T04:50:26.644423+00:00,2025-09-28T04:50:17.753290+00:00
data,000,data\database\single_family\Year=2020\Month=7\000,database\single_family\Year=2020\Month=7\000,database\single_family\Year=2020\Month=7,,1201903,1.1462,1.15 MB,2025-09-28T04:50:26.688924+00:00,2025-09-28T04:50:17.801679+00:00
data,000,data\database\single_family\Year=2020\Month=8\000,database\single_family\Year=2020\Month=8\000,database\single_family\Year=2020\Month=8,,1195690,1.1403,1.14 MB,2025-09-28T04:50:26.735573+00:00,2025-09-28T04:50:17.838089+00:00
data,000,data\database\single_family\Year=2020\Month=9\000,database\single_family\Year=2020\Month=9\000,database\single_family\Year=2020\Month=9,,1208052,1.1521,1.15 MB,2025-09-28T04:50:26.787406+00:00,2025-09-28T04:50:26.742228+00:00
data,000,data\database\single_family\Year=2021\Month=10\000,database\single_family\Year=2021\Month=10\000,database\single_family\Year=2021\Month=10,,1138466,1.0857,1.09 MB,2025-09-28T04:50:27.372573+00:00,2025-09-28T04:50:27.325230+00:00
data,000,data\database\single_family\Year=2021\Month=11\000,database\single_family\Year=2021\Month=11\000,database\single_family\Year=2021\Month=11,,1081120,1.031,1.03 MB,2025-09-28T04:50:27.426690+00:00,2025-09-28T04:50:27.372573+00:00
data,000,data\database\single_family\Year=2021\Month=12\000,database\single_family\Year=2021\Month=12\000,database\single_family\Year=2021\Month=12,,1056912,1.0079,1.01 MB,2025-09-28T04:50:27.467058+00:00,2025-09-28T04:50:27.428709+00:00
data,000,data\database\single_family\Year=2021\Month=1\000,database\single_family\Year=2021\Month=1\000,database\single_family\Year=2021\Month=1,,1212717,1.1565,1.16 MB,2025-09-28T04:50:26.921285+00:00,2025-09-28T04:50:26.869255+00:00
data,000,data\database\single_family\Year=2021\Month=2\000,database\single_family\Year=2021\Month=2\000,database\single_family\Year=2021\Month=2,,1169088,1.1149,1.11 MB,2025-09-28T04:50:26.965358+00:00,2025-09-28T04:50:26.931388+00:00
data,000,data\database\single_family\Year=2021\Month=3\000,database\single_family\Year=2021\Month=3\000,database\single_family\Year=2021\Month=3,,1304890,1.2444,1.24 MB,2025-09-28T04:50:27.021369+00:00,2025-09-28T04:50:26.970394+00:00
data,000,data\database\single_family\Year=2021\Month=4\000,database\single_family\Year=2021\Month=4\000,database\single_family\Year=2021\Month=4,,1280815,1.2215,1.22 MB,2025-09-28T04:50:27.073598+00:00,2025-09-28T04:50:27.021369+00:00
data,000,data\database\single_family\Year=2021\Month=5\000,database\single_family\Year=2021\Month=5\000,database\single_family\Year=2021\Month=5,,1208373,1.1524,1.15 MB,2025-09-28T04:50:27.124002+00:00,2025-09-28T04:50:27.073598+00:00
data,000,data\database\single_family\Year=2021\Month=6\000,database\single_family\Year=2021\Month=6\000,database\single_family\Year=2021\Month=6,,1296085,1.236,1.24 MB,2025-09-28T04:50:27.173979+00:00,2025-09-28T04:50:27.124002+00:00
data,000,data\database\single_family\Year=2021\Month=7\000,database\single_family\Year=2021\Month=7\000,database\single_family\Year=2021\Month=7,,1212662,1.1565,1.16 MB,2025-09-28T04:50:27.222778+00:00,2025-09-28T04:50:27.175998+00:00
data,000,data\database\single_family\Year=2021\Month=8\000,database\single_family\Year=2021\Month=8\000,database\single_family\Year=2021\Month=8,,1238408,1.181,1.18 MB,2025-09-28T04:50:27.269987+00:00,2025-09-28T04:50:27.222778+00:00
data,000,data\database\single_family\Year=2021\Month=9\000,database\single_family\Year=2021\Month=9\000,database\single_family\Year=2021\Month=9,,1188603,1.1335,1.13 MB,2025-09-28T04:50:27.319183+00:00,2025-09-28T04:50:27.269987+00:00
data,000,data\database\single_family\Year=2022\Month=10\000,database\single_family\Year=2022\Month=10\000,database\single_family\Year=2022\Month=10,,772425,0.7366,754.32 KB,2025-09-28T04:50:27.767072+00:00,2025-09-28T04:50:27.742337+00:00
data,000,data\database\single_family\Year=2022\Month=11\000,database\single_family\Year=2022\Month=11\000,database\single_family\Year=2022\Month=11,,726990,0.6933,709.95 KB,2025-09-28T04:50:27.790364+00:00,2025-09-28T04:50:27.767072+00:00
data,000,data\database\single_family\Year=2022\Month=12\000,database\single_family\Year=2022\Month=12\000,database\single_family\Year=2022\Month=12,,695973,0.6637,679.66 KB,2025-09-28T04:50:27.820142+00:00,2025-09-28T04:50:27.798467+00:00
data,000,data\database\single_family\Year=2022\Month=1\000,database\single_family\Year=2022\Month=1\000,database\single_family\Year=2022\Month=1,,1533431,1.4624,1.46 MB,2025-09-28T04:50:20.878481+00:00,2025-09-28T04:50:12.599211+00:00
data,000,data\database\single_family\Year=2022\Month=2\000,database\single_family\Year=2022\Month=2\000,database\single_family\Year=2022\Month=2,,1281254,1.2219,1.22 MB,2025-09-28T04:50:26.862577+00:00,2025-09-28T04:50:26.787406+00:00
data,000,data\database\single_family\Year=2022\Month=3\000,database\single_family\Year=2022\Month=3\000,database\single_family\Year=2022\Month=3,,955331,0.9111,932.94 KB,2025-09-28T04:50:27.509740+00:00,2025-09-28T04:50:27.485533+00:00
data,000,data\database\single_family\Year=2022\Month=4\000,database\single_family\Year=2022\Month=4\000,database\single_family\Year=2022\Month=4,,872529,0.8321,852.08 KB,2025-09-28T04:50:27.542347+00:00,2025-09-28T04:50:27.513589+00:00
data,000,data\database\single_family\Year=2022\Month=5\000,database\single_family\Year=2022\Month=5\000,database\single_family\Year=2022\Month=5,,850814,0.8114,830.87 KB,2025-09-28T04:50:27.586676+00:00,2025-09-28T04:50:27.557113+00:00
data,000,data\database\single_family\Year=2022\Month=6\000,database\single_family\Year=2022\Month=6\000,database\single_family\Year=2022\Month=6,,864076,0.824,843.82 KB,2025-09-28T04:50:27.627106+00:00,2025-09-28T04:50:27.598039+00:00
data,000,data\database\single_family\Year=2022\Month=7\000,database\single_family\Year=2022\Month=7\000,database\single_family\Year=2022\Month=7,,817065,0.7792,797.92 KB,2025-09-28T04:50:27.655877+00:00,2025-09-28T04:50:27.627106+00:00
data,000,data\database\single_family\Year=2022\Month=8\000,database\single_family\Year=2022\Month=8\000,database\single_family\Year=2022\Month=8,,887133,0.846,866.34 KB,2025-09-28T04:50:27.700914+00:00,2025-09-28T04:50:27.663771+00:00
data,000,data\database\single_family\Year=2022\Month=9\000,database\single_family\Year=2022\Month=9\000,database\single_family\Year=2022\Month=9,,818212,0.7803,799.04 KB,2025-09-28T04:50:27.742337+00:00,2025-09-28T04:50:27.709062+00:00
data,000,data\database\single_family\Year=2023\Month=10\000,database\single_family\Year=2023\Month=10\000,database\single_family\Year=2023\Month=10,,783927,0.7476,765.55 KB,2025-09-28T04:50:28.089997+00:00,2025-09-28T04:50:28.064645+00:00
data,000,data\database\single_family\Year=2023\Month=11\000,database\single_family\Year=2023\Month=11\000,database\single_family\Year=2023\Month=11,,750040,0.7153,732.46 KB,2025-09-28T04:50:28.120234+00:00,2025-09-28T04:50:28.098302+00:00
data,000,data\database\single_family\Year=2023\Month=12\000,database\single_family\Year=2023\Month=12\000,database\single_family\Year=2023\Month=12,,691859,0.6598,675.64 KB,2025-09-28T04:50:28.151348+00:00,2025-09-28T04:50:28.126264+00:00
data,000,data\database\single_family\Year=2023\Month=1\000,database\single_family\Year=2023\Month=1\000,database\single_family\Year=2023\Month=1,,630617,0.6014,615.84 KB,2025-09-28T04:50:27.841074+00:00,2025-09-28T04:50:27.828991+00:00
data,000,data\database\single_family\Year=2023\Month=2\000,database\single_family\Year=2023\Month=2\000,database\single_family\Year=2023\Month=2,,514869,0.491,502.80 KB,2025-09-28T04:50:27.856980+00:00,2025-09-28T04:50:27.841074+00:00
data,000,data\database\single_family\Year=2023\Month=3\000,database\single_family\Year=2023\Month=3\000,database\single_family\Year=2023\Month=3,,694652,0.6625,678.37 KB,2025-09-28T04:50:27.887078+00:00,2025-09-28T04:50:27.872945+00:00
data,000,data\database\single_family\Year=2023\Month=4\000,database\single_family\Year=2023\Month=4\000,database\single_family\Year=2023\Month=4,,690303,0.6583,674.12 KB,2025-09-28T04:50:27.906114+00:00,2025-09-28T04:50:27.898787+00:00
data,000,data\database\single_family\Year=2023\Month=5\000,database\single_family\Year=2023\Month=5\000,database\single_family\Year=2023\Month=5,,785612,0.7492,767.20 KB,2025-09-28T04:50:27.941322+00:00,2025-09-28T04:50:27.929934+00:00
data,000,data\database\single_family\Year=2023\Month=6\000,database\single_family\Year=2023\Month=6\000,database\single_family\Year=2023\Month=6,,819389,0.7814,800.18 KB,2025-09-28T04:50:27.972778+00:00,2025-09-28T04:50:27.950288+00:00
data,000,data\database\single_family\Year=2023\Month=7\000,database\single_family\Year=2023\Month=7\000,database\single_family\Year=2023\Month=7,,811878,0.7743,792.85 KB,2025-09-28T04:50:28.006104+00:00,2025-09-28T04:50:27.972778+00:00
data,000,data\database\single_family\Year=2023\Month=8\000,database\single_family\Year=2023\Month=8\000,database\single_family\Year=2023\Month=8,,896647,0.8551,875.63 KB,2025-09-28T04:50:28.038406+00:00,2025-09-28T04:50:28.012865+00:00
data,000,data\database\single_family\Year=2023\Month=9\000,database\single_family\Year=2023\Month=9\000,database\single_family\Year=2023\Month=9,,786368,0.7499,767.94 KB,2025-09-28T04:50:28.054031+00:00,2025-09-28T04:50:28.043304+00:00
data,000,data\database\single_family\Year=2024\Month=10\000,database\single_family\Year=2024\Month=10\000,database\single_family\Year=2024\Month=10,,885187,0.8442,864.44 KB,2025-09-28T04:50:28.509847+00:00,2025-09-28T04:50:28.466285+00:00
data,000,data\database\single_family\Year=2024\Month=11\000,database\single_family\Year=2024\Month=11\000,database\single_family\Year=2024\Month=11,,834525,0.7959,814.97 KB,2025-09-28T04:50:28.542991+00:00,2025-09-28T04:50:28.524537+00:00
data,000,data\database\single_family\Year=2024\Month=12\000,database\single_family\Year=2024\Month=12\000,database\single_family\Year=2024\Month=12,,886592,0.8455,865.81 KB,2025-09-28T04:50:28.576113+00:00,2025-09-28T04:50:28.542991+00:00
data,000,data\database\single_family\Year=2024\Month=1\000,database\single_family\Year=2024\Month=1\000,database\single_family\Year=2024\Month=1,,725470,0.6919,708.47 KB,2025-09-28T04:50:28.169321+00:00,2025-09-28T04:50:28.152767+00:00
data,000,data\database\single_family\Year=2024\Month=2\000,database\single_family\Year=2024\Month=2\000,database\single_family\Year=2024\Month=2,,673635,0.6424,657.85 KB,2025-09-28T04:50:28.202636+00:00,2025-09-28T04:50:28.181607+00:00
data,000,data\database\single_family\Year=2024\Month=3\000,database\single_family\Year=2024\Month=3\000,database\single_family\Year=2024\Month=3,,747903,0.7133,730.37 KB,2025-09-28T04:50:28.237584+00:00,2025-09-28T04:50:28.217337+00:00
data,000,data\database\single_family\Year=2024\Month=4\000,database\single_family\Year=2024\Month=4\000,database\single_family\Year=2024\Month=4,,766654,0.7311,748.69 KB,2025-09-28T04:50:28.266980+00:00,2025-09-28T04:50:28.241714+00:00
data,000,data\database\single_family\Year=2024\Month=5\000,database\single_family\Year=2024\Month=5\000,database\single_family\Year=2024\Month=5,,835422,0.7967,815.84 KB,2025-09-28T04:50:28.312759+00:00,2025-09-28T04:50:28.275166+00:00
data,000,data\database\single_family\Year=2024\Month=6\000,database\single_family\Year=2024\Month=6\000,database\single_family\Year=2024\Month=6,,775611,0.7397,757.43 KB,2025-09-28T04:50:28.350443+00:00,2025-09-28T04:50:28.330316+00:00
data,000,data\database\single_family\Year=2024\Month=7\000,database\single_family\Year=2024\Month=7\000,database\single_family\Year=2024\Month=7,,854332,0.8148,834.31 KB,2025-09-28T04:50:28.391472+00:00,2025-09-28T04:50:28.356267+00:00
data,000,data\database\single_family\Year=2024\Month=8\000,database\single_family\Year=2024\Month=8\000,database\single_family\Year=2024\Month=8,,842529,0.8035,822.78 KB,2025-09-28T04:50:28.418713+00:00,2025-09-28T04:50:28.402065+00:00
data,000,data\database\single_family\Year=2024\Month=9\000,database\single_family\Year=2024\Month=9\000,database\single_family\Year=2024\Month=9,,810174,0.7726,791.19 KB,2025-09-28T04:50:28.461213+00:00,2025-09-28T04:50:28.435391+00:00
data,000,data\database\single_family\Year=2025\Month=1\000,database\single_family\Year=2025\Month=1\000,database\single_family\Year=2025\Month=1,,855648,0.816,835.59 KB,2025-09-28T04:50:28.664790+00:00,2025-09-28T04:50:28.588233+00:00
data,000,data\database\single_family\Year=2025\Month=2\000,database\single_family\Year=2025\Month=2\000,database\single_family\Year=2025\Month=2,,748485,0.7138,730.94 KB,2025-09-28T04:50:28.723303+00:00,2025-09-28T04:50:28.676749+00:00
data,000,data\database\single_family\Year=2025\Month=3\000,database\single_family\Year=2025\Month=3\000,database\single_family\Year=2025\Month=3,,782445,0.7462,764.11 KB,2025-09-28T04:50:28.772574+00:00,2025-09-28T04:50:28.751062+00:00
data,000,data\database\single_family\Year=2025\Month=4\000,database\single_family\Year=2025\Month=4\000,database\single_family\Year=2025\Month=4,,882260,0.8414,861.58 KB,2025-09-28T04:50:28.828588+00:00,2025-09-28T04:50:28.777421+00:00
data,000,data\database\single_family\Year=2025\Month=5\000,database\single_family\Year=2025\Month=5\000,database\single_family\Year=2025\Month=5,,882935,0.842,862.24 KB,2025-09-28T04:50:28.885932+00:00,2025-09-28T04:50:28.839678+00:00
data,000,data\database\single_family\Year=2025\Month=6\000,database\single_family\Year=2025\Month=6\000,database\single_family\Year=2025\Month=6,,914391,0.872,892.96 KB,2025-09-28T04:50:28.955984+00:00,2025-09-28T04:50:28.895792+00:00
raw,FHA_HECMSnapshot_Apr2009.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2009.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2009.xls,raw\archived\hecm,xls,4800512,4.5781,4.58 MB,2025-03-23T11:11:47.269732+00:00,2025-03-23T11:11:47.265558+00:00
raw,FHA_HECMSnapshot_Apr2010.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2010.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2010.xls,raw\archived\hecm,xls,2438656,2.3257,2.33 MB,2025-03-23T11:11:47.281272+00:00,2025-03-23T11:11:47.280318+00:00
raw,FHA_HECMSnapshot_Apr2011.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2011.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2011.xls,raw\archived\hecm,xls,2844160,2.7124,2.71 MB,2025-03-23T11:11:47.295123+00:00,2025-03-23T11:11:47.294169+00:00
raw,FHA_HECMSnapshot_Apr2012.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2012.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2012.xls,raw\archived\hecm,xls,2195968,2.0942,2.09 MB,2025-03-23T11:11:47.305523+00:00,2025-03-23T11:11:47.305523+00:00
raw,FHA_HECMSnapshot_Apr2013.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2013.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2013.xls,raw\archived\hecm,xls,2826752,2.6958,2.70 MB,2025-03-23T11:11:47.322247+00:00,2025-03-23T11:11:47.321235+00:00
raw,FHA_HECMSnapshot_Apr2014.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2014.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2014.xls,raw\archived\hecm,xls,2335232,2.2271,2.23 MB,2025-03-23T11:11:47.338982+00:00,2025-03-23T11:11:47.337973+00:00
raw,FHA_HECMSnapshot_Apr2015.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2015.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2015.xls,raw\archived\hecm,xls,2781184,2.6523,2.65 MB,2025-03-23T11:11:47.353731+00:00,2025-03-23T11:11:47.352737+00:00
raw,FHA_HECMSnapshot_Apr2016.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2016.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2016.xls,raw\archived\hecm,xls,2642944,2.5205,2.52 MB,2025-03-23T11:11:47.367540+00:00,2025-03-23T11:11:47.365236+00:00
raw,FHA_HECMSnapshot_Apr2017.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2017.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2017.xls,raw\archived\hecm,xls,3167744,3.021,3.02 MB,2025-03-23T11:11:47.381724+00:00,2025-03-23T11:11:47.380577+00:00
raw,FHA_HECMSnapshot_Apr2018.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2018.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2018.xls,raw\archived\hecm,xls,1863168,1.7769,1.78 MB,2025-03-23T11:11:47.391107+00:00,2025-03-23T11:11:47.391107+00:00
raw,FHA_HECMSnapshot_Apr2019.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2019.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2019.xls,raw\archived\hecm,xls,1690112,1.6118,1.61 MB,2025-03-23T11:11:47.399630+00:00,2025-03-23T11:11:47.399630+00:00
raw,FHA_HECMSnapshot_Apr2020.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2020.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2020.xls,raw\archived\hecm,xls,3776512,3.6016,3.60 MB,2025-03-23T11:11:47.416086+00:00,2025-03-23T11:11:47.415085+00:00
raw,FHA_HECMSnapshot_Apr2021.xls,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2021.xls,raw\archived\hecm\FHA_HECMSnapshot_Apr2021.xls,raw\archived\hecm,xls,8489472,8.0962,8.10 MB,2025-03-23T11:11:47.451820+00:00,2025-03-23T11:11:47.449431+00:00
raw,FHA_HECMSnapshot_Apr2022.xlsx,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2022.xlsx,raw\archived\hecm\FHA_HECMSnapshot_Apr2022.xlsx,raw\archived\hecm,xlsx,1357958,1.295,1.30 MB,2025-03-23T11:11:47.462305+00:00,2025-03-23T11:11:47.462305+00:00
raw,FHA_HECMSnapshot_Apr2023.xlsx,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2023.xlsx,raw\archived\hecm\FHA_HECMSnapshot_Apr2023.xlsx,raw\archived\hecm,xlsx,1050986,1.0023,1.00 MB,2025-03-23T11:11:47.470128+00:00,2025-03-23T11:11:47.470128+00:00
raw,FHA_HECMSnapshot_Apr2024.xlsx,data\raw\archived\hecm\FHA_HECMSnapshot_Apr2024.xlsx,raw\archived\hecm\FHA_HECMSnapshot_Apr2024.xlsx,raw\archived\hecm,xlsx,1081916,1.0318,1.03 MB,2025-03-23T11:11:47.478304+00:00,2025-03-23T11:11:47.477306+00:00
